"Date of Download: 2025-02-26_19:14:50"
"Search Parameters: Data Level:all  Trait List:  Trial List:10564,11378,10124,10114,10470,11522,18788  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Red spider mite severity|at harvesting|COMP:0000377","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","dry matter content percentage|CO_334:0000092","dry matter content percentage|month 11|mashed raw root|COMP:0000238","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","hydrogen cyanide ug/g wet basis|month 10|COMP:0000322","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","red spider mite severity : visual 1-5|CO_334:0000044","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","thrips severity : visual 1-5|at harvesting|COMP:0000282","time of boiling estimation minute|month 10|boiled root|COMP:0000190","time of boiling estimation minute|month 11|boiled root|COMP:0000191","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242142","COL1493","","plot","4243681","202106DVGN1_ciat_rep1_COL1493_56","1","1","56","6","5","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","54015","COL1505","","plot","4243548","202106DVGN1_ciat_rep1_COL1505_245","1","1","245","25","5","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242149","COL1566","","plot","4243714","202106DVGN1_ciat_rep1_COL1566_29","1","1","29","3","9","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242151","COL1667","","plot","4243607","202106DVGN1_ciat_rep1_COL1667_72","1","1","72","8","9","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","54016","COL1684","","plot","4243731","202106DVGN1_ciat_rep1_COL1684_268","1","1","268","27","8","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","4","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242161","COL1736","","plot","4243603","202106DVGN1_ciat_rep1_COL1736_261","1","1","261","27","1","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242167","COL1780","","plot","4243565","202106DVGN1_ciat_rep1_COL1780_207","1","1","207","21","7","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","6","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242171","COL1795","","plot","4243616","202106DVGN1_ciat_rep1_COL1795_152","1","1","152","16","9","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","6","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242173","COL1805","","plot","4243525","202106DVGN1_ciat_rep1_COL1805_105","1","1","105","11","5","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","428349","COL1910","","plot","4243588","202106DVGN1_ciat_rep1_COL1910_57","1","1","57","6","4","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","428348","COL1912","","plot","4243658","202106DVGN1_ciat_rep1_COL1912_55","1","1","55","6","6","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","353559","COL2014","","plot","4243726","202106DVGN1_ciat_rep1_COL2014_83","1","1","83","9","3","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","266574","COL2017","","plot","4243591","202106DVGN1_ciat_rep1_COL2017_66","1","1","66","7","6","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","221065","COL2089","","plot","4243589","202106DVGN1_ciat_rep1_COL2089_193","1","1","193","20","8","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242204","COL2173","","plot","4243655","202106DVGN1_ciat_rep1_COL2173_151","1","1","151","16","10","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242206","COL2177","","plot","4243472","202106DVGN1_ciat_rep1_COL2177_127","1","1","127","13","7","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","54023","COL2212","","plot","4243521","202106DVGN1_ciat_rep1_COL2212_32","1","1","32","4","9","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","1343373","COL2246","","plot","4243721","202106DVGN1_ciat_rep1_COL2246_31","1","1","31","4","10","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242226","COL2316","","plot","4243678","202106DVGN1_ciat_rep1_COL2316_110","1","1","110","11","10","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","8","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242237","COL2360","","plot","4243475","202106DVGN1_ciat_rep1_COL2360_131","1","1","131","14","10","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","2","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","54025","COL2469","","plot","4243567","202106DVGN1_ciat_rep1_COL2469_129","1","1","129","13","9","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242248","COL2485","","plot","4243489","202106DVGN1_ciat_rep1_COL2485_70","1","1","70","7","10","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","4223157","COL2538","","plot","4243523","202106DVGN1_ciat_rep1_COL2538_109","1","1","109","11","9","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242259","COL2564","","plot","4243659","202106DVGN1_ciat_rep1_COL2564_194","1","1","194","20","7","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242039","COL262","","plot","4243653","202106DVGN1_ciat_rep1_COL262_67","1","1","67","7","7","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","273896","COL299","","plot","4243698","202106DVGN1_ciat_rep1_COL299_167","1","1","167","17","7","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242048","COL337","","plot","4243614","202106DVGN1_ciat_rep1_COL337_246","1","1","246","25","6","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","54086","COL340","","plot","4243578","202106DVGN1_ciat_rep1_COL340_266","1","1","266","27","6","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","253299","COL346","","plot","4243716","202106DVGN1_ciat_rep1_COL346_80","1","1","80","8","1","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242054","COL451","","plot","4243470","202106DVGN1_ciat_rep1_COL451_132","1","1","132","14","9","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","6","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242058","COL474","","plot","4243705","202106DVGN1_ciat_rep1_COL474_139","1","1","139","14","2","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","8","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242060","COL490","","plot","4243647","202106DVGN1_ciat_rep1_COL490_253","1","1","253","26","8","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","4223158","COL497","","plot","4243730","202106DVGN1_ciat_rep1_COL497_126","1","1","126","13","6","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","7","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242062","COL511","","plot","4243676","202106DVGN1_ciat_rep1_COL511_103","1","1","103","11","3","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242070","COL634","","plot","4243723","202106DVGN1_ciat_rep1_COL634_81","1","1","81","9","1","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","2377626","COL674","","plot","4243722","202106DVGN1_ciat_rep1_COL674_228","1","1","228","23","8","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","273983","COL688","","plot","4243494","202106DVGN1_ciat_rep1_COL688_30","1","1","30","3","10","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","54029","COL764","","plot","4243686","202106DVGN1_ciat_rep1_COL764_133","1","1","133","14","8","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","4223159","COL844","","plot","4243675","202106DVGN1_ciat_rep1_COL844_195","1","1","195","20","6","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242082","COL856","","plot","4243627","202106DVGN1_ciat_rep1_COL856_101","1","1","101","11","1","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242084","COL890","","plot","4243599","202106DVGN1_ciat_rep1_COL890_102","1","1","102","11","2","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","4223160","COL9128","","plot","4243468","202106DVGN1_ciat_rep1_COL9128_273","1","1","273","28","8","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242090","COL955","","plot","4243684","202106DVGN1_ciat_rep1_COL955_98","1","1","98","10","3","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242092","COL965","","plot","4243642","202106DVGN1_ciat_rep1_COL965_120","1","1","120","12","1","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","274873","CR127","","plot","4243486","202106DVGN1_ciat_rep1_CR127_34","1","1","34","4","7","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","340252","CR138","","plot","4243663","202106DVGN1_ciat_rep1_CR138_35","1","1","35","4","6","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","340124","CR37","","plot","4243572","202106DVGN1_ciat_rep1_CR37_184","1","1","184","19","4","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","54090","CR59","","plot","4243534","202106DVGN1_ciat_rep1_CR59_247","1","1","247","25","7","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","9","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242303","CR61","","plot","4243517","202106DVGN1_ciat_rep1_CR61_99","1","1","99","10","2","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242305","CR63","","plot","4243677","202106DVGN1_ciat_rep1_CR63_231","1","1","231","24","10","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","8","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","358100","CT5-5","","plot","4243533","202106DVGN1_ciat_rep1_CT5-5_79","1","1","79","8","2","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","274908","CUB21","","plot","4243690","202106DVGN1_ciat_rep1_CUB21_26","1","1","26","3","6","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242329","CUB23","","plot","4243674","202106DVGN1_ciat_rep1_CUB23_21","1","1","21","3","1","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","275614","CUB30","","plot","4243631","202106DVGN1_ciat_rep1_CUB30_22","1","1","22","3","2","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","221329","CUB32","","plot","4243496","202106DVGN1_ciat_rep1_CUB32_140","1","1","140","14","1","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","221395","CUB46","","plot","4243480","202106DVGN1_ciat_rep1_CUB46_48","1","1","48","5","8","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242323","CUB5","","plot","4243708","202106DVGN1_ciat_rep1_CUB5_150","1","1","150","15","10","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","10","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","145687","CUB74","","plot","4243719","202106DVGN1_ciat_rep1_CUB74_269","1","1","269","27","9","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","8","","","","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10124","202106DVGN1_ciat","202106DVGN1_ciat","Augmented","2.4","4","","no","no","2021-March-18","","41","CIAT. Valle, Colombia","242403","ECU166","","plot","4243736","202106DVGN1_ciat_rep1_ECU166_134","1","1","134","14","7","test","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","5","","","","","","",""," (Operator: lizbethpino, Time: )"
